0.00, 0
0.01, 0
0.02, 0
0.03, 0
0.04, 0
0.05, 0
0.06, 0
0.07, 46
0.08, 9
0.09, 5
0.10, 6
0.11, 5
0.12, 6
0.13, 12
0.14, 7
0.15, 4
0.16, 13
0.17, 11
0.18, 14
0.19, 12
0.20, 12
0.21, 13
0.22, 17
0.23, 47
0.24, 94
0.25, 163
0.26, 246
0.27, 366
0.28, 354
0.29, 299
0.30, 218
0.31, 156
0.32, 57
0.33, 32
0.34, 14
0.35, 10
0.36, 14
0.37, 17
0.38, 30
0.39, 27
0.40, 37
0.41, 36
0.42, 21
0.43, 19
0.44, 30
0.45, 35
0.46, 43
0.47, 75
0.48, 142
0.49, 275
0.50, 482
0.51, 732
0.52, 924
0.53, 1000
0.54, 867
0.55, 663
0.56, 382
0.57, 214
0.58, 110
0.59, 57
0.60, 25
0.61, 21
0.62, 20
0.63, 11
0.64, 20
0.65, 17
0.66, 21
0.67, 18
0.68, 26
0.69, 25
0.70, 28
0.71, 27
0.72, 24
0.73, 26
0.74, 27
0.75, 21
0.76, 21
0.77, 16
0.78, 28
0.79, 20
0.80, 20
0.81, 20
0.82, 24
0.83, 21
0.84, 15
0.85, 20
0.86, 26
0.87, 28
0.88, 19
0.89, 25
0.90, 22
0.91, 22
0.92, 23
0.93, 29
0.94, 19
0.95, 29
0.96, 24
0.97, 14
0.98, 22
0.99, 33
1.00, 30
1.01, 33
1.02, 48
1.03, 55
1.04, 80
1.05, 75
1.06, 66
1.07, 62
1.08, 53
1.09, 47
1.10, 55
1.11, 47
1.12, 29
1.13, 27
1.14, 24
1.15, 30
1.16, 26
1.17, 17
1.18, 22
1.19, 25
1.20, 32
1.21, 23
1.22, 35
1.23, 32
1.24, 37
1.25, 31
1.26, 37
1.27, 52
1.28, 44
1.29, 52
1.30, 50
1.31, 36
1.32, 35
1.33, 62
1.34, 29
1.35, 35
1.36, 36
1.37, 40
1.38, 28
1.39, 32
1.40, 34
1.41, 38
1.42, 63
1.43, 92
1.44, 141
1.45, 229
1.46, 342
1.47, 473
1.48, 584
1.49, 707
1.50, 678
1.51, 666
1.52, 469
1.53, 447
1.54, 312
1.55, 202
1.56, 124
1.57, 95
1.58, 64
1.59, 43
1.60, 38
1.61, 25
1.62, 26
1.63, 18
1.64, 27
1.65, 25
1.66, 42
1.67, 40
1.68, 55
1.69, 105
1.70, 172
1.71, 266
1.72, 379
1.73, 409
1.74, 517
1.75, 509
1.76, 521
1.77, 441
1.78, 352
1.79, 276
1.80, 199
1.81, 135
1.82, 92
1.83, 60
1.84, 65
1.85, 43
1.86, 45
1.87, 29
1.88, 27
1.89, 21
1.90, 20
1.91, 23
1.92, 10
1.93, 21
1.94, 19
1.95, 25
1.96, 21
1.97, 12
1.98, 25
1.99, 25
2.00, 16
2.01, 31
2.02, 16
2.03, 16
2.04, 17
2.05, 22
2.06, 20
2.07, 9
2.08, 20
2.09, 21
2.10, 20
2.11, 17
2.12, 13
2.13, 17
2.14, 14
2.15, 21
2.16, 13
2.17, 9
2.18, 19
2.19, 20
2.20, 16
2.21, 18
2.22, 24
2.23, 25
2.24, 23
2.25, 25
2.26, 38
2.27, 57
2.28, 66
2.29, 68
2.30, 100
2.31, 124
2.32, 121
2.33, 104
2.34, 93
2.35, 88
2.36, 76
2.37, 61
2.38, 30
2.39, 30
2.40, 29
2.41, 24
2.42, 30
2.43, 13
2.44, 18
2.45, 13
2.46, 21
2.47, 26
2.48, 17
2.49, 36
2.50, 19
2.51, 20
2.52, 14
2.53, 18
2.54, 18
2.55, 10
2.56, 12
2.57, 12
2.58, 18
2.59, 17
2.60, 15
2.61, 11
2.62, 19
2.63, 9
2.64, 12
2.65, 15
2.66, 15
2.67, 12
2.68, 10
2.69, 16
2.70, 9
2.71, 6
2.72, 9
2.73, 12
2.74, 12
2.75, 13
2.76, 10
2.77, 14
2.78, 14
2.79, 23
2.80, 19
2.81, 14
2.82, 13
2.83, 13
2.84, 15
2.85, 13
2.86, 8
2.87, 9
2.88, 13
2.89, 13
2.90, 11
2.91, 13
2.92, 13
2.93, 12
2.94, 12
2.95, 15
2.96, 16
2.97, 14
2.98, 12
2.99, 16
3.00, 5
3.01, 8
3.02, 9
3.03, 11
3.04, 10
3.05, 15
3.06, 12
3.07, 10
3.08, 8
3.09, 14
3.10, 9
3.11, 8
3.12, 6
3.13, 13
3.14, 9
3.15, 9
3.16, 6
3.17, 9
3.18, 8
3.19, 14
3.20, 9
3.21, 8
3.22, 15
3.23, 9
3.24, 19
3.25, 19
3.26, 27
3.27, 33
3.28, 33
3.29, 52
3.30, 70
3.31, 64
3.32, 69
3.33, 63
3.34, 63
3.35, 46
3.36, 53
3.37, 31
3.38, 43
3.39, 26
3.40, 25
3.41, 18
3.42, 10
3.43, 14
3.44, 14
3.45, 10
3.46, 9
3.47, 7
3.48, 3
3.49, 11
3.50, 12
3.51, 7
3.52, 14
3.53, 8
3.54, 11
3.55, 11
3.56, 7
3.57, 7
3.58, 20
3.59, 14
3.60, 20
3.61, 18
3.62, 26
3.63, 33
3.64, 31
3.65, 27
3.66, 44
3.67, 45
3.68, 58
3.69, 58
3.70, 61
3.71, 55
3.72, 61
3.73, 49
3.74, 42
3.75, 32
3.76, 26
3.77, 17
3.78, 18
3.79, 18
3.80, 11
3.81, 11
3.82, 3
3.83, 5
3.84, 9
3.85, 8
3.86, 10
3.87, 11
3.88, 7
3.89, 16
3.90, 8
3.91, 8
3.92, 7
3.93, 9
3.94, 12
3.95, 13
3.96, 9
3.97, 6
3.98, 11
3.99, 13
4.00, 16
4.01, 13
4.02, 19
4.03, 6
4.04, 19
4.05, 12
4.06, 12
4.07, 8
4.08, 9
4.09, 10
4.10, 9
4.11, 15
4.12, 8
4.13, 7
4.14, 9
4.15, 8
4.16, 6
4.17, 9
4.18, 10
4.19, 9
4.20, 8
4.21, 5
4.22, 6
4.23, 6
4.24, 5
4.25, 4
4.26, 4
4.27, 8
4.28, 11
4.29, 5
4.30, 8
4.31, 5
4.32, 7
4.33, 5
4.34, 6
4.35, 4
4.36, 6
4.37, 3
4.38, 11
4.39, 11
4.40, 4
4.41, 6
4.42, 1
4.43, 2
4.44, 8
4.45, 7
4.46, 1
4.47, 11
4.48, 9
4.49, 9
4.50, 11
4.51, 6
4.52, 13
4.53, 8
4.54, 12
4.55, 3
4.56, 7
4.57, 5
4.58, 11
4.59, 3
4.60, 8
4.61, 6
4.62, 3
4.63, 6
4.64, 6
4.65, 6
4.66, 6
4.67, 4
4.68, 9
4.69, 2
4.70, 4
4.71, 4
4.72, 5
4.73, 3
4.74, 8
4.75, 12
4.76, 5
4.77, 5
4.78, 5
4.79, 5
4.80, 6
4.81, 3
4.82, 6
4.83, 5
4.84, 5
4.85, 10
4.86, 11
4.87, 3
4.88, 6
4.89, 6
4.90, 6
4.91, 2
4.92, 3
4.93, 2
4.94, 4
4.95, 6
4.96, 4
4.97, 2
4.98, 2
4.99, 3
5.00, 13
5.01, 4
5.02, 11
5.03, 6
5.04, 5
5.05, 4
5.06, 8
5.07, 7
5.08, 4
5.09, 5
5.10, 3
5.11, 4
5.12, 4
5.13, 7
5.14, 5
5.15, 6
5.16, 8
5.17, 7
5.18, 4
5.19, 3
5.20, 2
5.21, 8
5.22, 3
5.23, 6
5.24, 7
5.25, 7
5.26, 4
5.27, 6
5.28, 4
5.29, 3
5.30, 6
5.31, 7
5.32, 3
5.33, 6
5.34, 2
5.35, 8
5.36, 9
5.37, 6
5.38, 12
5.39, 8
5.40, 7
5.41, 9
5.42, 8
5.43, 10
5.44, 3
5.45, 6
5.46, 9
5.47, 11
5.48, 10
5.49, 6
5.50, 7
5.51, 6
5.52, 6
5.53, 4
5.54, 5
5.55, 4
5.56, 7
5.57, 6
5.58, 9
5.59, 6
5.60, 10
5.61, 4
5.62, 4
5.63, 3
5.64, 7
5.65, 6
5.66, 3
5.67, 3
5.68, 4
5.69, 1
5.70, 4
5.71, 8
5.72, 5
5.73, 7
5.74, 3
5.75, 7
5.76, 3
5.77, 7
5.78, 4
5.79, 4
5.80, 6
5.81, 5
5.82, 5
5.83, 5
5.84, 5
5.85, 5
5.86, 1
5.87, 5
5.88, 5
5.89, 4
5.90, 6
5.91, 6
5.92, 3
5.93, 5
5.94, 7
5.95, 4
5.96, 2
5.97, 6
5.98, 3
5.99, 4
6.00, 6
6.01, 7
6.02, 2
6.03, 4
6.04, 6
6.05, 9
6.06, 5
6.07, 8
6.08, 6
6.09, 5
6.10, 4
6.11, 3
6.12, 0
6.13, 4
6.14, 2
6.15, 5
6.16, 6
6.17, 4
6.18, 4
6.19, 5
6.20, 3
6.21, 3
6.22, 1
6.23, 7
6.24, 1
6.25, 4
6.26, 5
6.27, 6
6.28, 7
6.29, 1
6.30, 4
6.31, 5
6.32, 5
6.33, 1
6.34, 7
6.35, 4
6.36, 8
6.37, 4
6.38, 6
6.39, 8
6.40, 11
6.41, 10
6.42, 14
6.43, 8
6.44, 3
6.45, 11
6.46, 6
6.47, 11
6.48, 4
6.49, 6
6.50, 3
6.51, 3
6.52, 5
6.53, 5
6.54, 4
6.55, 6
6.56, 4
6.57, 4
6.58, 2
6.59, 2
6.60, 4
6.61, 2
6.62, 1
6.63, 0
6.64, 3
6.65, 2
6.66, 2
6.67, 1
6.68, 7
6.69, 3
6.70, 3
6.71, 5
6.72, 2
6.73, 3
6.74, 1
6.75, 2
6.76, 6
6.77, 4
6.78, 1
6.79, 3
6.80, 3
6.81, 4
6.82, 0
6.83, 2
6.84, 1
6.85, 1
6.86, 5
6.87, 3
6.88, 4
6.89, 2
6.90, 3
6.91, 4
6.92, 4
6.93, 4
6.94, 3
6.95, 3
6.96, 2
6.97, 3
6.98, 1
6.99, 4
7.00, 3
7.01, 3
7.02, 4
7.03, 4
7.04, 8
7.05, 3
7.06, 2
7.07, 5
7.08, 7
7.09, 3
7.10, 1
7.11, 4
7.12, 5
7.13, 2
7.14, 4
7.15, 1
7.16, 3
7.17, 0
7.18, 3
7.19, 5
7.20, 3
7.21, 4
7.22, 6
7.23, 1
7.24, 4
7.25, 1
7.26, 3
7.27, 2
7.28, 1
7.29, 5
7.30, 2
7.31, 4
7.32, 4
7.33, 2
7.34, 3
7.35, 4
7.36, 2
7.37, 2
7.38, 2
7.39, 6
7.40, 4
7.41, 2
7.42, 3
7.43, 2
7.44, 2
7.45, 4
7.46, 2
7.47, 3
7.48, 2
7.49, 3
7.50, 1
7.51, 1
7.52, 3
7.53, 6
7.54, 5
7.55, 7
7.56, 2
7.57, 1
7.58, 4
7.59, 4
7.60, 0
7.61, 2
7.62, 4
7.63, 0
7.64, 4
7.65, 2
7.66, 3
7.67, 2
7.68, 3
7.69, 2
7.70, 0
7.71, 3
7.72, 1
7.73, 2
7.74, 1
7.75, 2
7.76, 0
7.77, 1
7.78, 5
7.79, 1
7.80, 3
7.81, 4
7.82, 1
7.83, 1
7.84, 4
7.85, 1
7.86, 1
7.87, 2
7.88, 2
7.89, 2
7.90, 3
7.91, 1
7.92, 2
7.93, 2
7.94, 1
7.95, 2
7.96, 3
7.97, 2
7.98, 3
7.99, 2
8.00, 3
8.01, 2
8.02, 3
8.03, 0
8.04, 1
8.05, 2
8.06, 4
8.07, 5
8.08, 2
8.09, 4
8.10, 1
8.11, 2
8.12, 2
8.13, 2
8.14, 4
8.15, 3
8.16, 3
8.17, 1
8.18, 3
8.19, 3
8.20, 1
8.21, 1
8.22, 6
8.23, 4
8.24, 3
8.25, 0
8.26, 1
8.27, 0
8.28, 2
8.29, 0
8.30, 4
8.31, 2
8.32, 2
8.33, 2
8.34, 4
8.35, 2
8.36, 2
8.37, 3
8.38, 1
8.39, 2
8.40, 1
8.41, 2
8.42, 3
8.43, 0
8.44, 2
8.45, 0
8.46, 1
8.47, 2
8.48, 4
8.49, 2
8.50, 1
8.51, 2
8.52, 1
8.53, 3
8.54, 3
8.55, 1
8.56, 1
8.57, 3
8.58, 3
8.59, 2
8.60, 2
8.61, 2
8.62, 3
8.63, 1
8.64, 1
8.65, 1
8.66, 3
8.67, 0
8.68, 1
8.69, 1
8.70, 1
8.71, 0
8.72, 0
8.73, 3
8.74, 1
8.75, 1
8.76, 3
8.77, 2
8.78, 2
8.79, 3
8.80, 1
8.81, 1
8.82, 0
8.83, 3
8.84, 1
8.85, 2
8.86, 1
8.87, 1
8.88, 2
8.89, 1
8.90, 0
8.91, 1
8.92, 1
8.93, 4
8.94, 1
8.95, 1
8.96, 1
8.97, 1
8.98, 1
8.99, 0
9.00, 2
9.01, 1
9.02, 0
9.03, 1
9.04, 0
9.05, 3
9.06, 2
9.07, 1
9.08, 5
9.09, 1
9.10, 2
9.11, 2
9.12, 0
9.13, 4
9.14, 1
9.15, 5
9.16, 1
9.17, 2
9.18, 2
9.19, 1
9.20, 4
9.21, 0
9.22, 3
9.23, 1
9.24, 2
9.25, 2
9.26, 1
9.27, 2
9.28, 1
9.29, 1
9.30, 1
9.31, 2
9.32, 4
9.33, 2
9.34, 1
9.35, 2
9.36, 4
9.37, 4
9.38, 2
9.39, 3
9.40, 0
9.41, 1
9.42, 2
9.43, 3
9.44, 3
9.45, 3
9.46, 0
9.47, 1
9.48, 1
9.49, 0
9.50, 3
9.51, 5
9.52, 0
9.53, 1
9.54, 0
9.55, 0
9.56, 0
9.57, 1
9.58, 2
9.59, 3
9.60, 2
9.61, 2
9.62, 2
9.63, 0
9.64, 0
9.65, 1
9.66, 0
9.67, 2
9.68, 0
9.69, 1
9.70, 0
9.71, 1
9.72, 3
9.73, 1
9.74, 1
9.75, 3
9.76, 1
9.77, 3
9.78, 0
9.79, 0
9.80, 3
9.81, 1
9.82, 1
9.83, 2
9.84, 1
9.85, 2
9.86, 1
9.87, 2
9.88, 1
9.89, 2
9.90, 1
9.91, 1
9.92, 4
9.93, 1
9.94, 1
9.95, 1
9.96, 4
9.97, 1
9.98, 0
9.99, 0
10.00, 3
10.01, 2
10.02, 0
10.03, 0
10.04, 0
10.05, 2
10.06, 2
10.07, 1
10.08, 1
10.09, 3
10.10, 0
10.11, 2
10.12, 1
10.13, 3
10.14, 0
10.15, 1
10.16, 1
10.17, 2
10.18, 1
10.19, 1
10.20, 0
10.21, 3
10.22, 3
10.23, 1
10.24, 1
10.25, 0
10.26, 0
10.27, 0
10.28, 1
10.29, 0
10.30, 2
10.31, 3
10.32, 1
10.33, 1
10.34, 0
10.35, 2
10.36, 0
10.37, 0
10.38, 0
10.39, 0
10.40, 2
10.41, 1
10.42, 1
10.43, 0
10.44, 0
10.45, 4
10.46, 1
10.47, 1
10.48, 1
10.49, 1
10.50, 0
10.51, 3
10.52, 0
10.53, 0
10.54, 0
10.55, 1
10.56, 3
10.57, 3
10.58, 0
10.59, 0
10.60, 1
10.61, 0
10.62, 2
10.63, 0
10.64, 1
10.65, 1
10.66, 2
10.67, 3
10.68, 1
10.69, 2
10.70, 0
10.71, 1
10.72, 2
10.73, 0
10.74, 0
10.75, 0
10.76, 1
10.77, 1
10.78, 0
10.79, 0
10.80, 0
10.81, 2
10.82, 3
10.83, 1
10.84, 1
10.85, 0
10.86, 1
10.87, 1
10.88, 0
10.89, 0
10.90, 0
10.91, 0
10.92, 1
10.93, 0
